#designation	ra	dec	w1	w1_err	h	h_err	k	k_err	Halpha_type	objtype_Hou	objtype_SIMBAD
J044443.69+272244.9	71.182058	27.379139	-	-	-	-	-	-	II	unknown	-
J064445.05+240206.7	101.18773	24.035214	14.922	0.036	15.222	0.128	14.985	0.140	II	unknown	-
J023908.05+040518.7	39.7835784	4.0885487	16.637	0.075	-	-	-	-	II	unknown	-
J061418.25+350039.1	93.576065	35.01088	-	-	-	-	-	-	II	unknown	-
J061701.95+361456.0	94.258127	36.248905	15.932	0.063	15.846	0.184	15.436	0.188	II	unknown	-
J060248.83+315228.2	90.703469	31.874505	-	-	-	-	-	-	II	unknown	-
J065253.50+242603.6	103.22292	24.434336	16.423	0.078	16.305	-	15.593	-	II	unknown	-
J065256.75+254533.1	103.23648	25.759215	-	-	-	-	-	-	II	unknown	-
J070047.06+265117.7	105.19611	26.854918	16.587	0.091	17.340	-	16.066	-	II	unknown	-
J094717.15+350210.7	146.8214965	35.0363087	16.373	0.073	16.437	0.195	16.190	-	II	unknown	-
J062646.51+245333.0	96.693827	24.892512	-	-	-	-	-	-	II	unknown	-
J062220.45+255403.0	95.585243	25.900845	-	-	-	-	-	-	II	unknown	-
J042643.11+410715.6	66.67966	41.121012	-	-	-	-	-	-	II	unknown	-
J051449.89+304016.4	78.707893	30.671237	14.988	0.038	15.572	0.151	14.888	0.115	II	unknown	-
J051556.37+302420.0	78.984906	30.405577	-	-	-	-	-	-	II	unknown	-
J051320.95+303409.1	78.337326	30.56922	-	-	-	-	-	-	II	unknown	-
J052324.68+300038.9	80.852838	30.010808	15.321	0.049	16.261	0.194	15.216	-	II	unknown	-
J005720.82+382614.5	14.336762	38.437372	-	-	-	-	-	-	II	unknown	-
J012549.85+333546.9	21.457718	33.596378	-	-	-	-	-	-	II	unknown	-
J005931.60+334326.8	14.881685	33.724126	-	-	-	-	-	-	II	unknown	-
J023908.05+040518.7	39.7835784	4.0885487	16.637	0.075	-	-	-	-	II	unknown	-
J053903.48+205631.0	84.764535	20.941952	15.417	0.047	15.670	0.113	15.293	-	II	unknown	-
J053936.22+215743.0	84.900942	21.961961	15.481	0.048	-	-	-	-	II	unknown	-
J055100.97+213937.7	87.754068	21.660476	-	-	-	-	-	-	II	unknown	-
J055143.06+221104.3	87.929442	22.184555	-	-	-	-	-	-	II	unknown	-
J055005.68+215843.7	87.523691	21.978808	14.892	0.039	15.561	0.105	15.229	0.113	II	unknown	-
J055022.20+213137.5	87.59253	21.527087	-	-	-	-	-	-	II	unknown	-
J054359.30+215343.4	85.997084	21.895407	-	-	-	-	-	-	II	unknown	-
J053218.07+215636.0	83.075301	21.943354	-	-	-	-	-	-	II	unknown	-
J054434.62+245527.5	86.144256	24.924329	-	-	-	-	-	-	II	unknown	-
J054608.87+242230.3	86.536961	24.375098	-	-	-	-	-	-	II	unknown	-
J053212.46+231024.6	83.051954	23.173501	15.423	0.045	15.999	0.178	15.552	0.177	II	unknown	-
J051327.84+195041.5	78.36604	19.844877	14.996	0.039	15.354	0.123	15.087	0.160	II	unknown	-
J051333.20+214357.3	78.388372	21.732591	15.712	0.057	15.957	-	15.578	-	II	unknown	-
J051043.33+234912.1	77.680582	23.82005	-	-	-	-	-	-	II	unknown	-
J050926.77+234901.6	77.361558	23.817113	-	-	-	-	-	-	II	unknown	-
J050519.03+230734.6	76.32933	23.126295	-	-	-	-	-	-	II	unknown	-
J104211.15+323747.2	160.546484	32.629793	15.530	0.042	15.550	0.141	16.109	-	II	unknown	-
J041302.07+325243.5	63.258653	32.878755	15.814	0.053	16.057	0.152	15.716	0.177	II	unknown	-
J121414.74-001419.9	183.5614539	-0.2388757	16.096	0.067	16.815	-	15.838	0.244	II	unknown	Star
J010759.43+453938.1	16.997646	45.660592	16.659	0.070	16.364	0.207	17.300	-	II	unknown	-
J050657.54+243918.8	76.739786	24.655237	-	-	-	-	-	-	II	unknown	-
J045602.52+254456.9	74.010526	25.749163	15.613	0.052	16.049	0.173	15.470	-	II	unknown	-
J062009.45+220108.4	95.039389	22.019013	13.507	0.026	13.867	0.040	13.615	0.036	II	unknown	-
J062657.00+255519.9	96.73751	25.922214	-	-	-	-	-	-	II	unknown	-
J093123.41-022737.5	142.847546	-2.460432	15.436	0.043	15.424	0.073	15.297	0.171	II	unknown	HorizontalBranchStar
J072710.20+254135.1	111.79254	25.69311	-	-	-	-	-	-	II	unknown	-
J012403.20+321909.0	21.013343	32.31918	17.272	0.124	-	-	-	-	II	unknown	BlueStragglerStar
J061013.56+124635.4	92.556508	12.776523	-	-	-	-	-	-	II	unknown	-
J061058.38+235551.8	92.74329	23.93106	-	-	-	-	-	-	II	unknown	-
J024038.34+571755.3	40.159772	57.298706	-	-	-	-	-	-	II	unknown	-
J052219.56+070050.2	80.581531	7.013955	-	-	-	-	-	-	II	unknown	-
J051054.62+331742.9	77.727611	33.295272	-	-	-	-	-	-	II	unknown	-
J054156.81+240048.6	85.486744	24.0135	-	-	-	-	-	-	II	unknown	-
J105528.33+272003.5	163.86807	27.334324	-	-	-	-	-	-	II	unknown	-
J023821.38+420649.4	39.58912	42.113735	-	-	-	-	-	-	II	unknown	-
J122601.08+140935.2	186.5045172	14.1597841	16.188	0.063	16.197	0.248	15.768	0.212	II	unknown	-
J132054.95-041841.6	200.2289955	-4.3115573	14.745	0.032	14.783	0.056	14.578	0.096	II	unknown	HorizontalBranchStar
J061705.35-012207.7	94.272318	-1.368825	-	-	-	-	-	-	II	unknown	-
J073517.85+351823.2	113.82438	35.306453	16.447	0.074	-	-	-	-	II	unknown	-
J113431.31+272129.4	173.6304873	27.3581792	16.611	0.079	-	-	-	-	II	unknown	HorizontalBranchStar
J065138.48+331715.4	102.91037	33.287635	-	-	-	-	-	-	II	unknown	-
J065429.54+263140.8	103.62312	26.528011	-	-	-	-	-	-	II	unknown	-
J124430.45+132118.1	191.126897	13.355052	15.420	0.042	15.680	0.154	15.971	0.213	II	unknown	-
J145025.69+332920.0	222.60706	33.488899	16.685	0.067	-	-	-	-	II	unknown	-
J074236.13+273758.3	115.65056	27.632878	15.132	0.037	15.155	0.062	14.930	0.088	II	unknown	-
J092930.87+323809.2	142.3786625	32.6358925	16.096	0.061	16.052	0.180	15.403	-	II	unknown	-
J092512.01+314833.9	141.3000708	31.809425	15.932	0.053	16.016	0.164	15.847	0.244	II	unknown	Star
J092506.51+293248.2	141.27714	29.546729	-	-	-	-	-	-	II	unknown	-
J172907.10+020021.9	262.279588	2.006092	-	-	-	-	-	-	II	unknown	-
J145106.33+411311.7	222.77641	41.219929	17.373	0.107	-	-	-	-	II	unknown	-
J054444.43+251243.8	86.185157	25.212184	15.226	0.041	15.847	0.155	15.495	0.167	II	unknown	-
J053905.71+253200.8	84.773801	25.533577	14.842	0.036	15.082	0.068	14.778	0.090	II	unknown	-
J094045.13+264647.0	145.188069	26.779743	16.223	0.066	-	-	-	-	II	unknown	-
J120537.49+565404.7	181.406214	56.901325	16.548	0.071	16.166	-	15.725	-	II	unknown	-
J055910.84+304803.5	89.795182	30.800994	16.447	0.094	16.013	0.183	15.316	-	II	unknown	-
J062421.96+280718.9	96.091533	28.121928	-	-	-	-	-	-	II	unknown	-
J044321.28+464205.6	70.838698	46.701582	13.727	0.026	13.519	0.040	13.658	0.043	II	unknown	PlanetaryNebula
J054652.78+331721.7	86.719924	33.289367	-	-	-	-	-	-	II	unknown	-
J062938.93+304551.3	97.412242	30.764274	15.953	0.070	-	-	-	-	II	unknown	-
J062518.08+321903.2	96.325349	32.317576	16.337	0.081	17.134	-	15.948	0.244	II	unknown	-
J055621.37+221357.2	89.089045	22.232564	15.758	0.062	16.143	0.171	15.429	-	II	unknown	-
J060454.80+241752.0	91.228374	24.297791	15.120	0.042	15.981	0.171	15.580	0.186	II	unknown	-
J051408.17+314748.5	78.534066	31.79682	-	-	-	-	-	-	II	unknown	-
J033017.62+340510.9	52.573422	34.086378	16.149	0.063	15.887	-	15.576	0.187	II	unknown	-
J052537.12+290402.9	81.404681	29.067483	15.655	0.055	15.881	0.176	15.547	0.177	II	unknown	-
J052604.18+291900.6	81.517417	29.316847	15.829	0.064	15.506	0.121	15.614	0.165	II	unknown	-
J023701.50+525701.7	39.256281	52.950492	14.752	0.038	14.920	0.084	14.694	0.096	II	unknown	-
J101449.43-005014.6	153.705962	-0.837391	-	-	-	-	-	-	II	unknown	-
J045033.01+275306.8	72.637545	27.885224	15.780	0.055	16.197	0.216	15.753	-	II	unknown	-
J055114.69+294534.6	87.811209	29.759632	-	-	-	-	-	-	II	unknown	-
J052413.25+295605.6	81.055236	29.934906	-	-	-	-	-	-	II	unknown	-
J052633.52+295810.2	81.639704	29.969521	15.144	0.043	15.463	0.111	15.063	0.108	II	unknown	-
J093208.23+264754.3	143.0343042	26.798425	-	-	-	-	-	-	II	unknown	-
J025050.72+532434.7	42.711359	53.409641	-	-	-	-	-	-	II	unknown	-
J023628.68+531117.2	39.1195132	53.188137	-	-	-	-	-	-	II	unknown	-
J044023.73+270017.3	70.09891	27.004829	15.152	0.040	15.346	0.089	14.985	0.132	II	unknown	-
J055014.86+304804.8	87.56193	30.801347	14.143	0.032	14.382	0.051	14.252	0.052	II	unknown	-
J055509.71+263839.0	88.790485	26.644194	15.275	0.046	15.417	0.074	14.985	0.099	II	unknown	-
J060149.29+275058.9	90.455399	27.849716	-	-	-	-	-	-	II	unknown	-
J060455.72+275107.3	91.232173	27.852048	15.074	0.041	15.242	0.083	15.298	0.133	II	unknown	-
J055705.83+294637.5	89.274319	29.777087	-	-	-	-	-	-	II	unknown	-
J065947.38+305754.2	104.94742	30.965062	-	-	-	-	-	-	II	unknown	-
J042454.48+455250.4	66.2270401	45.8806924	-	-	-	-	-	-	II	unknown	-
J040946.15+300616.0	62.442305	30.104459	14.930	0.036	15.365	0.117	14.896	0.087	II	unknown	-
J035725.85+292114.0	59.357746	29.353904	16.002	0.062	16.211	0.217	16.977	-	II	unknown	-
J051924.31+295027.0	79.851309	29.840859	-	-	-	-	-	-	II	unknown	-
J052413.25+295605.6	81.055236	29.934906	-	-	-	-	-	-	II	unknown	-
J033105.25+283359.9	52.771915	28.566642	15.441	0.042	15.664	0.136	15.268	0.169	II	unknown	-
J063637.36+264401.4	99.155696	26.733746	16.832	0.147	-	-	-	-	II	unknown	-
J035327.25+493852.7	58.3635772	49.6479942	-	-	-	-	-	-	II	unknown	-
J035258.90+504024.7	58.2454206	50.673554	-	-	-	-	-	-	II	unknown	-
J064204.67+031433.3	100.51948	3.2425841	-	-	-	-	-	-	II	unknown	-
J145248.03+265231.8	223.2001636	26.8755083	-	-	-	-	-	-	II	unknown	-
J211718.98-022842.0	319.3290917	-2.47835	-	-	-	-	-	-	II	unknown	-
J210856.39-061937.7	317.23499	-6.32716	-	-	-	-	-	-	II	unknown	-
J235744.76+102503.2	359.4365284	10.4175797	15.272	0.039	-	-	-	-	II	unknown	-
J053957.14+334703.1	84.98812	33.784213	-	-	-	-	-	-	II	unknown	-
J063946.43+331128.9	99.943481	33.191372	-	-	-	-	-	-	II	unknown	-
J054024.43+252255.4	85.101817	25.382077	14.994	0.039	15.342	0.093	15.110	0.115	II	unknown	-
J065610.79+263219.7	104.04498	26.538827	15.241	0.042	15.535	0.106	15.772	0.223	II	unknown	-
J062943.28+335040.9	97.430352	33.844713	-	-	-	-	-	-	II	unknown	-
J062422.94+315140.4	96.095595	31.86124	16.535	0.100	-	-	-	-	II	unknown	-
J062325.55+324032.3	95.856475	32.675642	-	-	-	-	-	-	II	unknown	-
J064144.10+340430.7	100.43375	34.075214	16.977	0.119	-	-	-	-	II	unknown	-
J055734.58+223359.3	89.39411	22.566494	-	-	-	-	-	-	II	unknown	-
J055158.60+221514.6	87.994208	22.254083	12.609	0.027	14.027	0.092	13.628	0.080	II	unknown	-
J055813.86+235557.3	89.557762	23.932597	16.206	0.083	16.275	0.211	15.609	-	II	unknown	-
J055016.75+251924.2	87.569826	25.323405	-	-	-	-	-	-	II	unknown	-
J053850.90+242409.3	84.712111	24.40261	-	-	-	-	-	-	II	unknown	-
J042525.54+312103.9	66.356422	31.351106	-	-	-	-	-	-	II	unknown	-
J023656.10+045717.6	39.2337769	4.9549067	16.620	0.078	16.361	0.210	15.785	-	II	unknown	-
J053834.45+242029.1	84.643543	24.341438	-	-	-	-	-	-	II	unknown	-
J054546.24+260351.8	86.442677	26.064402	-	-	-	-	-	-	II	unknown	-
J122927.53-000951.0	187.364743	-0.164173	14.613	0.032	14.666	0.055	14.375	0.098	II	unknown	Star
J054526.06+300339.7	86.358611	30.061028	-	-	-	-	-	-	II	unknown	-
J054435.22+322555.3	86.146768	32.432029	15.710	0.055	15.876	0.140	15.190	-	II	unknown	-
J034231.17+254558.0	55.6299	25.76612	-	-	-	-	-	-	II	unknown	-
J082448.76+282454.8	126.203199	28.4152384	16.824	0.107	16.407	-	16.244	0.336	II	unknown	HorizontalBranchStar
J055459.46+212421.5	88.747753	21.405999	-	-	-	-	-	-	II	unknown	-
J050951.94+322819.2	77.466453	32.472023	-	-	-	-	-	-	II	unknown	-
J033236.03+254233.9	53.150159	25.709428	14.787	0.034	14.870	0.061	14.585	0.086	II	unknown	-
J071852.50+335120.0	109.71878	33.855556	15.706	0.054	15.979	0.195	15.595	0.230	II	unknown	-
J062505.06+264456.7	96.271115	26.749095	-	-	-	-	-	-	II	unknown	-
J075049.28+055143.1	117.70534	5.8619856	-	-	-	-	-	-	II	unknown	-
J045632.05+400959.7	74.133567	40.166601	-	-	-	-	-	-	II	unknown	-
J050915.05+393444.5	77.312729	39.579054	-	-	-	-	-	-	II	unknown	-
J055851.93+291630.3	89.716376	29.275084	-	-	-	-	-	-	II	unknown	-
J060346.13+274319.8	90.942218	27.72219	-	-	-	-	-	-	II	unknown	-
J060228.68+281329.9	90.619517	28.224987	14.633	0.035	14.735	0.053	14.665	0.081	II	unknown	-
J124307.62+440236.8	190.78178	44.043561	15.912	0.050	-	-	-	-	II	unknown	-
J070113.62+261100.3	105.30678	26.183422	-	-	-	-	-	-	II	unknown	-
J131648.42+584002.4	199.2017676	58.6673521	16.478	0.063	16.736	0.259	16.912	-	II	unknown	HorizontalBranchStar
J051930.88+282301.9	79.878667	28.38387	15.817	0.061	16.038	0.137	15.633	0.170	II	unknown	-
J052224.10+281046.5	80.60043	28.179589	-	-	-	-	-	-	II	unknown	-
J052623.86+300146.9	81.599451	30.029706	-	-	-	-	-	-	II	unknown	-
J053126.90+290752.7	82.862104	29.131323	14.083	0.028	14.301	0.044	14.228	0.055	II	unknown	-
J053207.00+291849.9	83.029198	29.313865	14.538	0.034	14.912	0.065	14.422	0.067	II	unknown	-
J061441.19+343018.9	93.671662	34.505272	-	-	-	-	-	-	II	unknown	-
J200442.10+460348.6	301.175417	46.063517	-	-	-	-	-	-	II	unknown	-
J055348.66+222032.0	88.45275	22.342246	14.896	0.042	15.271	0.073	15.025	0.114	II	unknown	-
J044338.17+384530.0	70.909065	38.758352	13.507	0.026	13.809	0.036	13.588	0.047	II	unknown	-
J055138.01+324011.5	87.908401	32.669888	15.321	0.049	15.472	0.143	15.101	0.120	II	unknown	VariableStar
J051253.96+380733.3	78.22487	38.125933	-	-	-	-	-	-	II	unknown	-
J061304.64+244430.3	93.269339	24.741754	-	-	-	-	-	-	II	unknown	-
J041822.20+344542.5	64.592533	34.761826	17.200	0.168	-	-	-	-	II	unknown	-
J042421.60+330022.1	66.090013	33.006145	16.206	0.071	16.129	-	16.867	-	II	unknown	-
J043243.42+331308.6	68.180931	33.219066	15.733	0.056	16.235	0.189	17.162	-	II	unknown	-
J051608.53+313753.1	79.035545	31.63143	14.907	0.036	15.421	0.136	14.902	0.120	II	unknown	-
J051609.23+304753.2	79.038479	30.79813	15.647	0.054	-	-	-	-	II	unknown	-
J045107.94+214241.0	72.783122	21.71139	16.541	0.088	-	-	-	-	II	unknown	-
J054038.92+204741.2	85.162199	20.794796	14.900	0.036	15.216	0.088	14.648	-	II	unknown	-
J053512.36+204820.9	83.801521	20.805827	16.191	0.074	16.191	0.189	15.223	0.171	II	unknown	-
J053332.52+222604.3	83.38552	22.434532	15.880	0.062	16.296	0.192	15.702	0.266	II	unknown	-
J051334.80+213829.4	78.395017	21.641512	15.315	0.048	15.638	0.160	15.298	0.179	II	unknown	-
J131252.18+121717.8	198.217432	12.288279	15.623	0.044	15.906	0.186	15.545	0.213	II	unknown	-
J144130.23+323955.4	220.3759969	32.6654133	13.730	0.025	14.939	0.124	14.619	0.113	II	unknown	-
J114957.98+143438.0	177.4916	14.577241	-	-	-	-	-	-	II	unknown	-
J131944.94+331652.0	199.9372523	33.2811351	15.104	0.032	-	-	-	-	II	unknown	-
J051620.49+292459.0	79.08538	29.416398	-	-	-	-	-	-	IV	unknown	-
J040058.66+293426.7	60.244448	29.574109	14.384	0.029	14.373	0.046	14.318	0.068	IV	unknown	-
J051515.15+285653.0	78.813137	28.948058	-	-	-	-	-	-	IV	unknown	-
J060831.19+284404.4	92.129969	28.734578	-	-	-	-	-	-	IV	unknown	-
J065311.55+113256.3	103.29815	11.548993	10.565	0.023	11.583	0.027	11.400	0.026	IV	unknown	Star
J043953.63+540146.1	69.97348	54.029476	8.900	0.023	8.867	0.015	8.598	0.014	IV	unknown	Emission-lineStar
J064518.44+061126.1	101.32685	6.190603	-	-	-	-	-	-	IV	unknown	-
J061324.98+275147.4	93.354093	27.863194	12.183	0.025	12.380	0.024	12.259	0.019	IV	unknown	-
J061622.60+285120.2	94.094204	28.855622	-	-	-	-	-	-	IV	unknown	-
J064044.81+133856.8	100.18673	13.649137	9.919	0.024	11.019	0.022	10.714	0.020	IV	unknown	-
J064536.24+044904.8	101.40101	4.8180196	12.043	0.035	12.962	0.034	12.843	0.030	IV	unknown	-
J063632.76+064632.0	99.136538	6.7755625	10.079	0.023	11.588	0.024	11.104	0.019	IV	unknown	-
J063349.90+061053.8	98.457917	6.18162	10.607	0.023	11.152	0.022	10.818	0.023	IV	unknown	-
J063659.82+044239.3	99.249282	4.7109398	-	-	-	-	-	-	IV	unknown	-
J072711.77+081649.7	111.79907	8.2804748	-	-	-	-	-	-	IV	unknown	-
J055005.71+235158.8	87.523807	23.866345	13.123	0.025	13.660	0.042	13.376	0.032	IV	unknown	-
J054557.51+251920.7	86.489654	25.322433	15.285	0.047	15.257	0.101	14.833	0.093	IV	unknown	-
J060726.08+282732.9	91.858679	28.459158	-	-	-	-	-	-	IV	unknown	-
J052726.15+230647.6	81.858989	23.113243	-	-	-	-	-	-	IV	unknown	-
J034515.52+295212.2	56.314667	29.870078	16.495	0.086	16.026	0.181	15.773	0.201	IV	unknown	-
J055626.08+243322.7	89.108701	24.556314	15.756	0.056	15.926	0.123	15.528	0.153	IV	unknown	-
J054647.83+235528.8	86.699322	23.924692	-	-	-	-	-	-	IV	unknown	-
J054016.99+252854.8	85.070819	25.481899	-	-	-	-	-	-	IV	unknown	-
J055816.75+311510.6	89.569816	31.252953	-	-	-	-	-	-	IV	unknown	-
J053707.56+313857.0	84.281528	31.649191	-	-	-	-	-	-	IV	unknown	-
J053954.28+324433.1	84.976178	32.742528	15.236	0.044	15.563	0.093	15.093	0.123	IV	unknown	-
J054001.05+253733.6	85.004393	25.62601	-	-	-	-	-	-	IV	unknown	-
J053814.88+323911.4	84.562007	32.653194	15.521	0.051	16.182	0.170	16.193	-	IV	unknown	-
J082929.83-060113.5	127.37431	-6.0204226	-	-	-	-	-	-	IV	unknown	-
J051400.97+425713.0	78.504056	42.953637	-	-	-	-	-	-	IV	unknown	-
J054853.75+290801.7	87.223989	29.133822	-	-	-	-	-	-	IV	unknown	-
J055825.32+272205.2	89.605518	27.368135	-	-	-	-	-	-	IV	unknown	-
J040503.97+561306.3	61.266561	56.218428	10.115	0.023	9.844	0.017	9.532	0.022	IV	unknown	Emission-lineStar
J195800.88+442158.7	299.503708	44.366306	-	-	-	-	-	-	IV	unknown	-
J050319.44+363428.1	75.831001	36.57449	11.308	0.025	12.074	0.021	11.912	0.017	IV	unknown	-
J185356.18+423456.0	283.4841102	42.5822463	11.533	0.022	12.095	0.019	12.153	0.025	IV	unknown	Star
J030552.28+383133.2	46.467859	38.525891	-	-	-	-	-	-	IV	unknown	-
J055331.36+181816.3	88.380699	18.30454	15.233	0.046	15.556	0.094	15.094	0.118	IV	unknown	-
J055326.93+215110.4	88.362221	21.8529	-	-	-	-	-	-	IV	unknown	-
J055142.27+222806.9	87.926164	22.468593	15.828	0.066	15.933	0.123	15.512	-	IV	unknown	-
J060325.09+215229.2	90.85455	21.874805	-	-	-	-	-	-	IV	unknown	-
J054918.79+235144.0	87.328299	23.862246	14.528	0.033	14.802	0.062	14.588	0.065	IV	unknown	-
J060608.17+224029.9	91.534055	22.674978	13.708	0.027	14.220	0.032	13.993	0.038	IV	unknown	-
J061336.88+215034.8	93.403692	21.843005	13.667	0.027	14.061	0.035	13.860	0.041	IV	unknown	-
J065630.59+461638.3	104.12748	46.277308	-	-	-	-	-	-	IV	unknown	-
J065632.72+461614.9	104.13636	46.270819	-	-	-	-	-	-	IV	unknown	-
J071340.29+380623.9	108.4179	38.106661	-	-	-	-	-	-	IV	unknown	-
J071340.09+380636.7	108.41708	38.110198	-	-	-	-	-	-	IV	unknown	-
J051449.04+320747.3	78.704369	32.129819	-	-	-	-	-	-	IV	unknown	-
J050543.77+202640.4	76.432381	20.444569	15.585	0.052	16.229	0.219	15.231	-	IV	unknown	-
J051811.52+213730.2	79.548009	21.625065	-	-	-	-	-	-	IV	unknown	-
J061330.46+370926.9	93.376934	37.157489	-	-	-	-	-	-	IV	unknown	-
J053330.79+442700.6	83.37831	44.450184	12.576	0.025	12.891	0.041	12.834	0.033	IV	unknown	-
J061337.26-062501.7	93.405255	-6.417159	8.228	0.024	9.832	0.023	9.129	0.019	IV	unknown	TTau-typeStar
J054418.33+524151.0	86.076406	52.697517	-	-	-	-	-	-	IV	unknown	-
J063745.28+255717.4	99.438693	25.954852	15.442	0.047	15.540	0.103	15.277	0.132	IV	unknown	-
J052532.90+302754.6	81.387091	30.46519	15.306	0.049	15.997	0.170	15.263	0.183	IV	unknown	-
J023945.79-041737.1	39.940826	-4.293664	16.007	0.050	15.934	0.124	15.636	-	IV	unknown	-
J023309.16+533609.4	38.288194	53.602623	14.394	0.031	14.753	0.070	14.469	0.076	IV	unknown	-
J055024.17+265800.4	87.60071	26.966791	14.529	0.035	14.975	0.082	14.674	0.089	IV	unknown	-
J060218.20+284748.7	90.575853	28.796862	15.106	0.040	15.350	-	14.730	-	IV	unknown	-
J063153.13+282154.1	97.971381	28.365048	16.404	0.098	16.476	0.228	15.955	0.198	IV	unknown	-
J041616.59+300953.7	64.069125	30.164924	16.034	0.061	16.325	0.219	15.730	-	IV	unknown	-
J060007.81+300452.0	90.03256	30.081124	-	-	-	-	-	-	IV	unknown	-
J133155.37+314645.6	202.9807316	31.7793421	-	-	-	-	-	-	IV	unknown	-
J112230.40+310901.7	170.62668	31.150494	13.475	0.025	13.486	0.024	13.504	0.031	IV	unknown	HorizontalBranchStar
J171741.51+170910.3	259.4229718	17.1528728	13.840	0.025	13.945	0.037	13.726	0.047	IV	unknown	-
J054113.35+340221.8	85.305666	34.039407	-	-	-	-	-	-	IV	unknown	-
J054543.99+244449.3	86.433292	24.747049	-	-	-	-	-	-	IV	unknown	-
J075752.81+332603.1	119.47006	33.434197	16.656	0.176	-	-	-	-	IV	unknown	-
J062452.13+044925.6	96.217214	4.8238019	-	-	-	-	-	-	IV	unknown	-
J055606.97+340607.6	89.029058	34.102138	15.421	0.213	15.731	-	15.354	0.131	IV	unknown	-
J053554.08+341824.3	83.975371	34.306773	13.962	0.036	14.773	0.058	14.636	0.088	IV	unknown	-
J140534.32+472823.3	211.3930266	47.4731503	15.756	0.037	16.361	0.192	15.538	-	IV	unknown	-
J005524.93+195100.8	13.853876	19.850246	-	-	-	-	-	-	IV	unknown	-
J055323.68+215430.1	88.348673	21.908382	15.692	0.061	15.601	0.090	15.236	0.124	IV	unknown	-
J055809.18+242531.5	89.538282	24.425437	14.917	0.038	15.292	0.091	15.604	-	IV	unknown	-
J051536.28+293139.3	78.901192	29.52759	15.619	0.054	16.077	0.126	15.861	0.200	IV	unknown	-
J053523.72+340420.1	83.848846	34.072272	14.777	0.037	15.346	0.087	14.918	0.101	IV	unknown	-
J073506.23+351729.6	113.77596	35.291563	-	-	-	-	-	-	IV	unknown	-
J070815.04+222759.7	107.06267	22.466587	17.434	0.176	-	-	-	-	IV	unknown	-
J060834.18+232918.8	92.142448	23.488566	14.677	0.035	15.110	0.068	14.863	0.083	IV	unknown	-
J060627.28+323627.4	91.613704	32.607636	-	-	-	-	-	-	IV	unknown	-
J054100.76+212756.1	85.253182	21.465586	11.211	0.023	11.506	0.022	11.353	0.018	IV	unknown	-
J054204.59+213435.0	85.519138	21.576409	-	-	-	-	-	-	IV	unknown	-
J051444.06+322003.7	78.683586	32.334386	-	-	-	-	-	-	IV	unknown	-
J054600.76+244014.7	86.503181	24.670775	-	-	-	-	-	-	IV	unknown	-
J055004.83+225518.1	87.520139	22.921708	-	-	-	-	-	-	IV	unknown	-
J060302.86+245339.9	90.761954	24.894429	14.712	0.034	14.794	0.066	14.497	0.074	IV	unknown	-
J035024.75+503720.0	57.603129	50.622239	12.980	0.025	13.240	0.038	13.155	0.039	IV	unknown	-
J073651.06+262006.9	114.212763	26.335275	14.577	0.031	15.977	0.126	15.182	0.128	IV	unknown	-
J024318.04+543011.5	40.8252034	54.50321	-	-	-	-	-	-	IV	unknown	-
J092246.10+154610.4	140.692104	15.769581	-	-	-	-	-	-	IV	unknown	-
J063831.21+282451.9	99.63006	28.414441	-	-	-	-	-	-	IV	unknown	-
J054803.42+310732.9	87.014265	31.125826	-	-	-	-	-	-	IV	unknown	-
J063115.43+313054.5	97.814293	31.515164	-	-	-	-	-	-	V	unknown	-
J035859.44+561112.6	59.747674	56.186845	5.427	0.176	7.652	0.047	6.575	0.023	V	unknown	BeStar
J065737.99+222348.2	104.40832	22.396728	-	-	-	-	-	-	II	unknown	-
J093208.23+264754.3	143.0343042	26.798425	-	-	-	-	-	-	II	unknown	-
J002148.45+350451.2	5.451877	35.080914	13.570	0.024	13.781	0.035	13.732	0.042	VI	unknown	CataclysmicVariableStar
J011439.72+391437.4	18.665507	39.243735	-	-	-	-	-	-	VI	unknown	-
J051435.19+295746.5	78.646651	29.962931	-	-	-	-	-	-	VI	unknown	-
J131828.40+131706.6	199.6183375	13.2851825	15.830	0.049	16.529	0.217	16.238	-	VI	unknown	HorizontalBranchStar
J032717.65+281017.9	51.823562	28.171654	15.918	0.054	16.009	0.154	15.698	0.200	VI	unknown	-
J102320.66+075934.1	155.83612	7.992819	-	-	-	-	-	-	VI	unknown	WhiteDwarf
J063843.94+271014.6	99.683109	27.170748	15.171	0.039	15.138	0.089	15.027	0.127	VI	unknown	-
J051117.36+294449.8	77.822352	29.747184	-	-	-	-	-	-	VI	unknown	-
J060341.85+272155.0	90.924407	27.365291	-	-	-	-	-	-	VI	unknown	-
J070950.15+255303.6	107.45899	25.884336	-	-	-	-	-	-	VI	unknown	-
J060034.26+272350.8	90.14279	27.397461	16.333	0.083	16.258	0.213	17.295	-	VI	unknown	-
J065737.99+222348.2	104.40832	22.396728	-	-	-	-	-	-	VI	unknown	-
J013440.89+304619.2	23.670375	30.772	-	-	-	-	-	-	VI	unknown	Star
J053505.75+284122.1	83.773978	28.689484	-	-	-	-	-	-	VI	unknown	-
J064528.31+243850.4	101.36798	24.647342	-	-	-	-	-	-	VI	unknown	-
J053428.85+242037.5	83.620237	24.343763	14.687	0.036	15.226	0.071	15.195	0.122	VI	unknown	-
J050527.41+201833.6	76.364238	20.309356	-	-	-	-	-	-	VI	unknown	-
